address,county,region,house_area_m2,rooms,maintenance_fee,sold_price,sold_date,price_change_perc,price_per_m2,housing_type,other_usable_area
Solhagagatan 62,Göteborgs kommun,Hisings Kärra,76.6,3.0,5378.0,2340000.0,31 march 2022,7.0,30548.0,Lägenhet,
Lasarettsgatan 6,Göteborgs kommun,Kungshöjd,39.0,1.0,1789.0,3100000.0,31 march 2022,,79487.0,Lägenhet,
Västra Stillestorpsgatan 19,Göteborgs kommun,Ramberget,96.5,4.0,6418.0,3150000.0,31 march 2022,5.0,32642.0,Lägenhet,
Lönnrunan 151,Göteborgs kommun,Torslanda - Centralt,115.0,6.0,,5500000.0,31 march 2022,0.0,,Radhus,19.0
Harald Hjärnesgatan 18B,Göteborgs kommun,Centrala Hisingen,52.0,2.0,3925.0,2100000.0,31 march 2022,5.0,40385.0,Lägenhet,
Prilyckegatan 93,Göteborgs kommun,Hisings Kärra,62.0,2.0,4474.0,2000000.0,31 march 2022,0.0,32258.0,Lägenhet,
Kraftrunegatan 44,Göteborgs kommun,Torslanda - Centralt,86.0,4.0,,5500000.0,31 march 2022,2.0,,Villa,0
Noleredsvägen 1A,Göteborgs kommun,Torslanda - Centrum,71.5,3.0,4051.0,2780000.0,31 march 2022,11.0,38881.0,Lägenhet,
Styrgången 1,Göteborgs kommun,Eriksberg,84.0,3.0,4265.0,6205000.0,31 march 2022,24.0,73869.0,Lägenhet,
Övralidsgatan 11,Göteborgs kommun,Hisings Backa,60.0,2.0,3750.0,1625000.0,31 march 2022,-2.0,27083.0,Lägenhet,
Ångaren Ernas gata 8,Göteborgs kommun,Sannegårdshamnen,97.0,4.0,4449.0,6680000.0,31 march 2022,,68866.0,Lägenhet,
Östra Eriksbergsgatan 81,Göteborgs kommun,Eriksberg,58.0,2.0,2875.0,3310000.0,31 march 2022,11.0,57069.0,Lägenhet,
Spektrumsgatan 39,Göteborgs kommun,Åkered,150.0,6.0,,6275000.0,31 march 2022,7.0,,Villa,0
Fornborgsgatan 2,Göteborgs kommun,Torslanda - Centralt,122.0,4.0,,6400000.0,31 march 2022,,,Radhus,0
Västra Stillestorpsgatan 15,Göteborgs kommun,Centrala Hisingen,91.4,4.0,6310.0,3350000.0,31 march 2022,0.0,36652.0,Lägenhet,
Noleredsvägen 5D,Göteborgs kommun,Torslanda - Centralt,58.5,3.0,3449.0,2680000.0,31 march 2022,0.0,45812.0,Lägenhet,
Gatugårdsvägen 7B,Göteborgs kommun,Torslanda - Gatugården,122.0,4.0,,5450000.0,31 march 2022,,,Radhus,0
Sixten Camps Gata 10,Göteborgs kommun,Nya Gårda,80.0,3.0,3916.0,5000000.0,31 march 2022,12.0,62500.0,Lägenhet,
Nordostpassagen 20,Göteborgs kommun,Linné,63.0,2.0,4036.0,4420000.0,31 march 2022,11.0,70159.0,Lägenhet,
Sveagatan 29,Göteborgs kommun,Linné,64.9,2.0,4237.0,4175000.0,31 march 2022,0.0,64330.0,Lägenhet,
Sveagatan 23A,Göteborgs kommun,Linnéstaden,84.0,2.5,6020.0,6950000.0,31 march 2022,17.0,82738.0,Lägenhet,
Penselgatan 6,Göteborgs kommun,Centrala Hisingen,80.0,3.0,4811.0,4210000.0,31 march 2022,5.0,52625.0,Lägenhet,
Rambergsvägen 5C,Göteborgs kommun,Centrala Hisingen,38.0,1.0,3279.0,1650000.0,31 march 2022,0.0,43421.0,Lägenhet,
Orkestergatan 21,Göteborgs kommun,Kaverös,45.0,1.5,1865.0,1950000.0,31 march 2022,0.0,43333.0,Lägenhet,
Sixten Camps gata 6,Göteborgs kommun,Nya Gårda,50.0,2.0,3210.0,3460000.0,31 march 2022,10.0,69200.0,Lägenhet,
Musikvägen 24,Göteborgs kommun,Ruddalen,70.0,3.0,4255.0,2650000.0,31 march 2022,0.0,37857.0,Lägenhet,
Spaldingsgatan 9,Göteborgs kommun,Johanneberg,58.0,2.0,2743.0,3500000.0,31 march 2022,17.0,60345.0,Lägenhet,
Fritiof Anderssons gata 3,Göteborgs kommun,Eriksberg,79.6,3.0,3465.0,5000000.0,31 march 2022,3.0,62814.0,Lägenhet,
Noleredsvägen 34,Göteborgs kommun,Centralt,79.0,4.0,5456.0,4400000.0,31 march 2022,10.0,55696.0,Radhus,0
Långedragsvägen 61B,Göteborgs kommun,Långedrag - Hagen,156.0,6.0,,9200000.0,31 march 2022,3.0,,Villa,0
Nordhemsgatan 22A,Göteborgs kommun,Linnéstaden,83.0,3.0,3542.0,6250000.0,31 march 2022,6.0,75301.0,Lägenhet,
Mariagatan 13C,Göteborgs kommun,Kungsladugård,77.0,2.5,3785.0,4850000.0,31 march 2022,17.0,62987.0,Lägenhet,
Erlingsvägen 6,Göteborgs kommun,Centrala Hisingen - Kärrdalen,135.0,5.0,,6700000.0,31 march 2022,,,Villa,15.0
Prilyckegatan 373B,Göteborgs kommun,Hisings Kärra,93.5,4.0,4440.0,3510000.0,31 march 2022,,37540.0,Lägenhet,
Nordhemsgatan 65 B,Göteborgs kommun,Linnéstaden,39.0,2.0,2775.0,3920000.0,31 march 2022,24.0,100513.0,Lägenhet,
Silvermyntsgatan 20,Göteborgs kommun,Högsbo,67.0,3.0,4366.0,3200000.0,31 march 2022,12.0,47761.0,Lägenhet,
Sankt Pauligatan 40,Göteborgs kommun,Lunden,170.0,6.0,3939.0,6500000.0,31 march 2022,0.0,81250.0,Lägenhet,
Gyllenstensgatan 1,Göteborgs kommun,Kålltorp,61.0,2.0,2546.0,3210000.0,30 march 2022,9.0,52623.0,Lägenhet,
Herregårdsgärdet 9,Göteborgs kommun,Hjällbo,118.0,5.0,,3550000.0,30 march 2022,8.0,,Radhus,41.0
Värslevägen 41,Göteborgs kommun,Vita Fläcken,75.6,3.0,4642.0,2975000.0,30 march 2022,5.0,39352.0,Lägenhet,
Linnégatan 61,Göteborgs kommun,Linné,93.5,3.5,2904.0,9800000.0,30 march 2022,0.0,104813.0,Lägenhet,
Södra vägen 63,Göteborgs kommun,Lorensberg,75.0,3.0,3472.0,5200000.0,30 march 2022,11.0,69333.0,Lägenhet,
Långängen 8B,Göteborgs kommun,Centrala Hisingen,54.0,2.0,3353.0,2795000.0,30 march 2022,0.0,51759.0,Lägenhet,
Erisgatan 23,Göteborgs kommun,Bergsjön,68.0,3.0,3805.0,1975000.0,30 march 2022,4.0,29044.0,Lägenhet,
Hisingsgatan 10,Göteborgs kommun,Centrala Hisingen,42.0,1.5,3212.0,2300000.0,30 march 2022,2.0,54762.0,Lägenhet,
Föreningsgatan 18C,Göteborgs kommun,Vasastaden,66.0,2.0,4017.0,3580000.0,30 march 2022,3.0,54242.0,Lägenhet,
Doktor Forselius gata 16,Göteborgs kommun,Guldheden,120.0,6.0,7510.0,6075000.0,30 march 2022,,50625.0,Lägenhet,
Nordostpassagen 57,Göteborgs kommun,Linné,83.0,3.0,4284.0,5450000.0,30 march 2022,12.0,65663.0,Lägenhet,
Önskevädersgatan 19,Göteborgs kommun,Biskopsgården,55.9,2.0,3642.0,1460000.0,30 march 2022,13.0,26118.0,Lägenhet,
Väderbodarna 5,Göteborgs kommun,Hisingen,60.0,2.0,3676.0,1495000.0,30 march 2022,50.0,24917.0,Lägenhet,
Nilssonsberg 10,Göteborgs kommun,Linné,58.7,2.0,3166.0,3860000.0,30 march 2022,11.0,65758.0,Lägenhet,
Björklundavägen 12,Göteborgs kommun,Nya Hovås,67.0,2.0,3381.0,3760000.0,30 march 2022,26.0,56119.0,Lägenhet,
Ostgatan 14,Göteborgs kommun,Kallebäck,83.0,4.0,5764.0,3400000.0,30 march 2022,14.0,40964.0,Lägenhet,
Sankt Jörgens Allé 1,Göteborgs kommun,Centrala Hisingen,83.0,3.0,5317.0,3000000.0,30 march 2022,0.0,36145.0,Lägenhet,
Toleredsgatan 21,Göteborgs kommun,Slättadamm- C  Hisingen,53.0,2.0,4261.0,1995000.0,30 march 2022,0.0,37642.0,Lägenhet,
Gräddgatan 7,Göteborgs kommun,Kallebäck,67.5,3.0,4016.0,3400000.0,30 march 2022,,50370.0,Lägenhet,
Mölndalsvägen 87F,Göteborgs kommun,Johanneberg - Almedal,78.0,3.0,4031.0,4800000.0,30 march 2022,,61538.0,Lägenhet,
Killingegången 11,Göteborgs kommun,Långedrag - Hagen,169.0,6.0,,8250000.0,30 march 2022,7.0,,Radhus,8.0
Hvitfeldtsgatan 1,Göteborgs kommun,Kungshöjd,123.9,3.0,5891.0,8370000.0,30 march 2022,5.0,67554.0,Lägenhet,
Kransen 5,Göteborgs kommun,Strömmensberg,53.0,2.0,3242.0,2795000.0,30 march 2022,0.0,52736.0,Lägenhet,
Skolgatan 7A,Göteborgs kommun,Haga,77.9,3.0,6051.0,4760000.0,30 march 2022,16.0,61104.0,Lägenhet,
Lillekärr Södra 122,Göteborgs kommun,Hisings Kärra,62.5,2.5,4208.0,1590000.0,30 march 2022,0.0,25440.0,Lägenhet,
Mandolingatan 3,Göteborgs kommun,Ruddalen,68.0,3.0,3643.0,2750000.0,30 march 2022,10.0,40441.0,Lägenhet,
Holmbacken 4,Göteborgs kommun,Skintebo - Billdal,85.0,4.0,5652.0,4500000.0,30 march 2022,,52941.0,Lägenhet,
Trondheimsgatan 5,Göteborgs kommun,Bräcke,90.0,5.0,,7400000.0,30 march 2022,,,Villa,91.0
Mölndalsvägen 35,Göteborgs kommun,Almedal,65.5,2.0,3549.0,3550000.0,30 march 2022,13.0,54198.0,Lägenhet,
Teleskopgatan 14,Göteborgs kommun,Bergsjön,73.0,3.0,5051.0,1550000.0,30 march 2022,4.0,21233.0,Lägenhet,
Turkosgatan 19,Göteborgs kommun,Tynnered,70.2,3.0,4344.0,1900000.0,30 march 2022,,27066.0,Lägenhet,
Önskevädersgatan 31,Göteborgs kommun,Biskopsgården,75.1,3.0,4689.0,1400000.0,30 march 2022,0.0,18642.0,Lägenhet,
Övre Djupedalsgatan 9B,Göteborgs kommun,Linnéstaden,74.0,3.0,3882.0,6650000.0,30 march 2022,6.0,89865.0,Lägenhet,
Graffmansgatan 6,Göteborgs kommun,Örgryte,136.0,5.0,,9600000.0,30 march 2022,14.0,,Radhus,59.0
Nordhemsgatan 30,Göteborgs kommun,Linnéstaden,90.0,4.0,5303.0,6675000.0,30 march 2022,14.0,74167.0,Lägenhet,
Södra Vägen 81,Göteborgs kommun,Johanneberg/Lorensberg,66.0,2.5,2420.0,4710000.0,30 march 2022,13.0,71364.0,Lägenhet,
Sibbajordslyckan 1,Göteborgs kommun,Olofstorp,,,,1300000.0,29 march 2022,-18.0,,Tomt,0
Teleskopgatan 8,Göteborgs kommun,Bergsjön,96.5,4.0,5773.0,2000000.0,29 march 2022,0.0,20725.0,Lägenhet,
Tornväktaregatan 6B,Göteborgs kommun,Utby,98.5,5.0,,5150000.0,29 march 2022,24.0,,Radhus,0
Bredängen 39,Göteborgs kommun,Skintebo,39.0,1.0,3255.0,2170000.0,29 march 2022,-1.0,55641.0,Lägenhet,
Brännö Strandängar,Göteborgs kommun,Styrsö,46.7,1.0,2335.0,2375000.0,29 march 2022,0.0,50857.0,Lägenhet,
Brännö Strandängar,Göteborgs kommun,Styrsö,58.3,2.0,2915.0,2950000.0,29 march 2022,0.0,50600.0,Lägenhet,
Tredje Långgatan 32A,Göteborgs kommun,Linnéstaden,42.0,1.5,2520.0,3350000.0,29 march 2022,3.0,79762.0,Lägenhet,
Hallekullevägen 28,Göteborgs kommun,Hovås - Skinteboplatån,212.0,9.0,,11050000.0,29 march 2022,-2.0,,Villa,64.0
Harald Hjärnesgatan 13C,Göteborgs kommun,Centrala Hisingen,51.0,2.0,4003.0,2300000.0,29 march 2022,0.0,45098.0,Lägenhet,
Halvtumsgatan 12,Göteborgs kommun,Högsbo,71.0,3.0,4230.0,2800000.0,29 march 2022,0.0,39437.0,Lägenhet,
Linnégatan 43,Göteborgs kommun,Linnéstaden,42.0,1.0,2498.0,3600000.0,29 march 2022,,85714.0,Lägenhet,
Nordhemsgatan 63B,Göteborgs kommun,Linnéstaden,37.0,1.0,1887.0,3200000.0,29 march 2022,8.0,86486.0,Lägenhet,
Fagergläntan 47,Göteborgs kommun,Hisingen,,,,975000.0,29 march 2022,-2.0,,Fritidshus,0
Kastellgatan 21B,Göteborgs kommun,Linné,47.0,2.0,2963.0,3750000.0,29 march 2022,10.0,79787.0,Lägenhet,
Gamla tumlehedsvägen 3,Göteborgs kommun,Centralt,77.9,3.0,4791.0,3000000.0,29 march 2022,4.0,38511.0,Lägenhet,
Mölnesjögatan 119,Göteborgs kommun,Angered Rannebergen,141.0,4.0,,3875000.0,29 march 2022,1.0,,Villa,0
Båtsman Rems gata 19,Göteborgs kommun,Hisings Backa,115.0,6.0,,5550000.0,29 march 2022,8.0,,Radhus,17.0
Kvillegatan 1,Göteborgs kommun,Centrala Hisingen,99.0,5.0,5091.0,4820000.0,29 march 2022,3.0,48687.0,Lägenhet,
Rustmästaregatan 13,Göteborgs kommun,Kviberg,79.0,3.0,4581.0,3800000.0,29 march 2022,3.0,48101.0,Lägenhet,
Jättegrytsgatan 2A,Göteborgs kommun,Örgryte/Jakobsdal,130.0,4.5,7146.0,6990000.0,29 march 2022,0.0,53769.0,Lägenhet,
Norra Fjädermolnsgatan 29,Göteborgs kommun,Länsmansgården,76.0,3.0,4546.0,2720000.0,29 march 2022,10.0,35789.0,Lägenhet,
Ebbe Lieberathsgatan 16C,Göteborgs kommun,Almedal/Johanneberg,53.5,2.0,3134.0,3095000.0,29 march 2022,0.0,57850.0,Lägenhet,
Liedstrandsgatan 12,Göteborgs kommun,Lunden,54.0,2.0,2611.0,3764000.0,29 march 2022,18.0,69704.0,Lägenhet,
Styrfarten 2A,Göteborgs kommun,Eriksberg,59.0,2.0,1951.0,3425000.0,29 march 2022,5.0,58051.0,Lägenhet,
Stabbegatan 83,Göteborgs kommun,Björkekärr,53.0,2.0,3624.0,2350000.0,29 march 2022,9.0,44340.0,Lägenhet,
Lillekärr södra 184,Göteborgs kommun,Hisings Kärra,62.0,2.0,4450.0,2000000.0,29 march 2022,4.0,32258.0,Lägenhet,
Södra vägen 68B,Göteborgs kommun,Lorensberg,39.0,1.0,2811.0,2600000.0,29 march 2022,0.0,66667.0,Lägenhet,
Ulfsparregatan 26,Göteborgs kommun,Lunden,50.0,2.0,2741.0,3500000.0,29 march 2022,10.0,70000.0,Lägenhet,
Framnäsgatan 18A,Göteborgs kommun,Johanneberg - Almedal,74.0,3.0,3870.0,3760000.0,29 march 2022,8.0,50811.0,Lägenhet,
Prilyckegatan 443,Göteborgs kommun,Hisings Kärra,103.5,4.0,7139.0,3100000.0,29 march 2022,7.0,29952.0,Radhus,0
Båtsman Kapers gata 14,Göteborgs kommun,Backatorp,93.3,4.0,5843.0,3210000.0,29 march 2022,9.0,34405.0,Lägenhet,
Sävenäsgatan 3B,Göteborgs kommun,Munkebäck,48.5,2.0,3408.0,2375000.0,29 march 2022,4.0,48969.0,Lägenhet,
Östra Eriksbergsgatan 87,Göteborgs kommun,Eriksberg,38.0,1.0,1994.0,2450000.0,29 march 2022,,64474.0,Lägenhet,
Föreningsgatan 4A,Göteborgs kommun,Centrum - Vasastaden,143.0,5.0,5916.0,11000000.0,29 march 2022,16.0,76923.0,Lägenhet,
Uppegårdsliden 16,Göteborgs kommun,Grimmered,136.0,5.0,,7720000.0,29 march 2022,19.0,,Radhus,10.0
Övre Husargatan 27,Göteborgs kommun,Linnéstaden,100.0,3.0,5548.0,8350000.0,29 march 2022,11.0,83500.0,Lägenhet,
Taklöksvägen 4,Göteborgs kommun,Hildedal,78.0,3.0,3800.0,3950000.0,29 march 2022,10.0,50641.0,Lägenhet,
Famngatan 30,Göteborgs kommun,Högsbo,47.0,2.0,3064.0,2630000.0,29 march 2022,0.0,55957.0,Lägenhet,
Kunga-Amandas Gränd 1,Göteborgs kommun,Hovås,31.5,1.0,2123.0,2250000.0,29 march 2022,0.0,71429.0,Lägenhet,
Ättehögsgatan 10A,Göteborgs kommun,Munkebäck,37.0,1.0,2435.0,2100000.0,29 march 2022,0.0,56757.0,Lägenhet,
Slottsskogsgatan 71B,Göteborgs kommun,Majorna,47.0,2.0,2841.0,2980000.0,29 march 2022,11.0,63404.0,Lägenhet,
Axelinas väg 12,Göteborgs kommun,Torslanda-Hästevik,124.0,4.0,6257.0,6130000.0,29 march 2022,-2.0,49435.0,Villa,0
"Friggagatan 3C, vån 5 / 6",Göteborgs kommun,Stampen,96.9,4.0,4794.0,6050000.0,29 march 2022,13.0,62436.0,Lägenhet,
Vallhamnsgatan 98,Göteborgs kommun,Näset,130.0,4.0,,5760000.0,29 march 2022,-1.0,,Radhus,0
Briljantgatan 78,Göteborgs kommun,Tynnered,70.0,3.0,3723.0,1950000.0,29 march 2022,3.0,27857.0,Lägenhet,
Bergskogsgatan 1,Göteborgs kommun,Källehöjden,114.0,5.0,,6250000.0,29 march 2022,6.0,,Villa,78.0
Heidenstams gata 5,Göteborgs kommun,Hisings Backa,60.0,2.0,4266.0,1695000.0,28 march 2022,0.0,28250.0,Lägenhet,
Antenngatan 41a,Göteborgs kommun,Järnbrott,64.0,3.0,5705.0,3000000.0,28 march 2022,7.0,46875.0,Lägenhet,
Skogaberg 91,Göteborgs kommun,Sankt Jörgen,98.0,4.0,,5380000.0,28 march 2022,4.0,,Villa,0
Stabbegatan 17,Göteborgs kommun,Björkekärr,62.0,3.0,3715.0,2950000.0,28 march 2022,6.0,47581.0,Lägenhet,
Stekastigen 6,Göteborgs kommun,Agnesberg,60.5,2.0,4689.0,1440000.0,28 march 2022,7.0,23802.0,Lägenhet,
Morängatan 12,Göteborgs kommun,Strömmensberg,47.0,2.0,3373.0,2215000.0,28 march 2022,3.0,47128.0,Lägenhet,
Nya Älvegårdsvägen 7,Göteborgs kommun,Torslanda - Lilleby,59.6,3.0,3011.0,3600000.0,28 march 2022,0.0,60403.0,Lägenhet,
Gröna Annas gata 1,Göteborgs kommun,Centrala Hisingen,95.0,4.0,4502.0,4700000.0,28 march 2022,0.0,49474.0,Lägenhet,
Beryllgatan 44,Göteborgs kommun,Tynnered,67.5,2.0,4217.0,2520000.0,28 march 2022,15.0,37333.0,Lägenhet,
Kapplandsgatan 118A,Göteborgs kommun,Högsbo,54.8,2.0,3207.0,2600000.0,28 march 2022,9.0,47445.0,Lägenhet,
Bäckegatan 20,Göteborgs kommun,Masthugget,77.0,3.0,4509.0,5200000.0,28 march 2022,,67532.0,Lägenhet,
Trollrunan 6,Göteborgs kommun,Torslanda - Centrum,120.0,4.0,,5300000.0,28 march 2022,0.0,,Radhus,0
Nickes väg 100,Göteborgs kommun,Torslanda - Centralt,78.1,3.0,5677.0,3400000.0,28 march 2022,,43534.0,Radhus,0
Västergatan 22,Göteborgs kommun,Linné,100.0,4.0,4620.0,11650000.0,28 march 2022,38.0,116500.0,Lägenhet,
Långängen 41C,Göteborgs kommun,Kvillebäcken,52.0,2.0,2218.0,2400000.0,28 march 2022,0.0,46154.0,Lägenhet,
Fruktträdsgatan 7,Göteborgs kommun,Hildedal,70.0,3.0,3465.0,3400000.0,28 march 2022,-1.0,48571.0,Lägenhet,
Kobbarnas väg 5,Göteborgs kommun,Olskroken,65.0,2.0,3347.0,3100000.0,28 march 2022,3.0,47692.0,Lägenhet,
Marbogatan 4C,Göteborgs kommun,Gamlestaden,36.5,1.0,2863.0,1760000.0,28 march 2022,4.0,48219.0,Lägenhet,
Noleredsvägen 15D,Göteborgs kommun,Torslanda - Centralt,32.0,1.0,2128.0,1695000.0,28 march 2022,0.0,52969.0,Lägenhet,
Skogsmilsgatan 25,Göteborgs kommun,Kaverös,75.0,3.0,4364.0,2900000.0,28 march 2022,4.0,38667.0,Lägenhet,
Långängen 41C,Göteborgs kommun,Kvillebäcken,52.0,2.0,2218.0,2400000.0,28 march 2022,0.0,46154.0,Lägenhet,
Storkgatan 6C,Göteborgs kommun,Bagaregården,40.3,1.0,2075.0,2540000.0,28 march 2022,21.0,63027.0,Lägenhet,
Klåva gårdsväg 1E,Göteborgs kommun,Hovås,132.0,4.0,5910.0,6500000.0,28 march 2022,4.0,49242.0,Radhus,0
Kavaljersgatan 8,Göteborgs kommun,Hisingen,65.0,2.0,4575.0,1400000.0,28 march 2022,0.0,21538.0,Lägenhet,
Seglaregatan 35,Göteborgs kommun,Göteborg,64.0,2.0,4746.0,3050000.0,28 march 2022,5.0,47656.0,Lägenhet,
Herkulesgatan 18A,Göteborgs kommun,Centrala Hisingen,40.0,1.0,2932.0,1850000.0,28 march 2022,0.0,46250.0,Lägenhet,
Stockholmsgatan 40P,Göteborgs kommun,Bagaregården,64.5,2.0,3791.0,4040000.0,27 march 2022,11.0,62636.0,Lägenhet,
Middagsgatan 10,Göteborgs kommun,Kortedala,107.0,5.0,,3500000.0,27 march 2022,,,Radhus,5.0
Teatergatan 17,Göteborgs kommun,Lorensberg,60.0,2.0,1858.0,4750000.0,27 march 2022,7.0,79167.0,Lägenhet,
Wingårdsgatan 11B,Göteborgs kommun,Kålltorp,54.0,2.0,3371.0,3000000.0,27 march 2022,3.0,55556.0,Lägenhet,
Uddeholmsgatan 10,Göteborgs kommun,Munkebäck,78.7,3.0,4924.0,3625000.0,27 march 2022,4.0,46061.0,Lägenhet,
Sagogången 26,Göteborgs kommun,Backadalen - Hisings Backa,35.0,5.0,6623.0,2800000.0,27 march 2022,2.0,35443.0,Lägenhet,
Klaras ängar 50,Göteborgs kommun,Kortedala,,,,815000.0,27 march 2022,-14.0,,Fritidshus,0
Kungsgatan 9 A,Göteborgs kommun,Kungshöjd,61.0,2.0,2610.0,4630000.0,27 march 2022,16.0,75902.0,Lägenhet,
Myrbovägen 22,Göteborgs kommun,Torslanda,197.2,5.0,,7850000.0,26 march 2022,5.0,,Villa,0
Trombongatan 7,Göteborgs kommun,Frölunda,86.0,3.0,5282.0,5500000.0,26 march 2022,43.0,63953.0,Lägenhet,
Linnégatan 45,Göteborgs kommun,Linné,45.0,2.0,2702.0,3550000.0,26 march 2022,,78889.0,Lägenhet,
Wrangelsgatan 2B,Göteborgs kommun,Lunden,64.0,2.5,4243.0,3350000.0,26 march 2022,12.0,52344.0,Lägenhet,
Fjällbackagatan 15,Göteborgs kommun,Vidkärr,160.0,8.0,,9500000.0,26 march 2022,0.0,,Radhus,74.0
Östra Midvintersgatan 12,Göteborgs kommun,Kortedala,61.0,3.0,4045.0,1635000.0,25 march 2022,5.0,26803.0,Lägenhet,
Krusbärsgången 175,Göteborgs kommun,Torpakolonin,,,,1400000.0,25 march 2022,27.0,,Fritidshus,0
Götaverksgatan 20 vån 15 av 16,Göteborgs kommun,Lindholmen,35.0,1.0,2669.0,2550000.0,25 march 2022,6.0,72857.0,Lägenhet,
Briljantgatan 86D,Göteborgs kommun,Västra Frölunda,26.0,1.0,1682.0,1400000.0,25 march 2022,1.0,53846.0,Lägenhet,
"Östra Eriksbergsgatan 87, BV",Göteborgs kommun,Eriksberg,38.0,1.0,1994.0,2500000.0,25 march 2022,11.0,65789.0,Lägenhet,
Bangatan 56,Göteborgs kommun,Majorna,76.3,3.0,3887.0,4500000.0,25 march 2022,0.0,58978.0,Lägenhet,
Guldringen 29,Göteborgs kommun,Norra Tynnered,45.5,1.5,3210.0,1850000.0,25 march 2022,0.0,40659.0,Lägenhet,
Myntgatan 10B,Göteborgs kommun,Centrala Hisingen,49.0,2.0,3902.0,2075000.0,25 march 2022,9.0,42347.0,Lägenhet,
Kobbarnas väg 5,Göteborgs kommun,Olskroken,52.0,2.0,2757.0,3100000.0,25 march 2022,,59615.0,Lägenhet,
Kvartettgången 25,Göteborgs kommun,Säve,,,,550000.0,25 march 2022,-19.0,,Fritidshus,0
Bandtraktorgatan 6,Göteborgs kommun,Angered,72.0,3.0,4223.0,2225000.0,25 march 2022,,30903.0,Lägenhet,
Linnégatan 55,Göteborgs kommun,Linnéstaden,53.0,1.0,2882.0,4000000.0,25 march 2022,16.0,75472.0,Lägenhet,
Sixten Camps gata 8,Göteborgs kommun,Nya Gårda,91.0,4.0,5316.0,6000000.0,25 march 2022,9.0,65934.0,Lägenhet,
Vantgatan 1G,Göteborgs kommun,Majorna,41.0,1.0,2889.0,2300000.0,25 march 2022,7.0,56098.0,Lägenhet,
Famngatan 32,Göteborgs kommun,Högsbo,70.0,3.0,4564.0,3350000.0,25 march 2022,0.0,47857.0,Lägenhet,
Klostergången 13,Göteborgs kommun,Masthugget,40.5,1.5,2438.0,2800000.0,25 march 2022,14.0,69136.0,Lägenhet,
Ebbe Lieberathsgatan 16C,Göteborgs kommun,Krokslätt,53.5,2.0,2392.0,3120000.0,25 march 2022,4.0,58318.0,Lägenhet,
Klarinettgatan 8,Göteborgs kommun,Ruddalen,66.0,3.0,4049.0,2830000.0,25 march 2022,18.0,42879.0,Lägenhet,
Norra Gubberogatan 9,Göteborgs kommun,Olskroken,39.0,2.0,2691.0,2610000.0,25 march 2022,5.0,66923.0,Lägenhet,
Övre Sanatoriegatan 60,Göteborgs kommun,Kålltorp,38.0,1.0,1584.0,3100000.0,25 march 2022,,81579.0,Lägenhet,
Doktor Allards gata 10,Göteborgs kommun,Guldheden,46.5,2.0,2739.0,3050000.0,25 march 2022,5.0,65591.0,Lägenhet,
Juteskärsgatan 76,Göteborgs kommun,Önnered,162.0,4.0,,7400000.0,25 march 2022,6.0,,Radhus,5.0
Landerigatan 6C,Göteborgs kommun,Bagaregården,20.0,5.0,6255.0,7990000.0,25 march 2022,15.0,61462.0,Lägenhet,
Olivedalsgatan 4,Göteborgs kommun,Linné,88.2,3.0,5040.0,6500000.0,25 march 2022,0.0,73696.0,Lägenhet,
Bäfverfeltsgatan 3,Göteborgs kommun,Örgryte,161.0,7.0,,14150000.0,25 march 2022,6.0,,Villa,53.0
Oterdahlsgatan 11D,Göteborgs kommun,Centrala Hisingen,47.5,2.0,3968.0,1825000.0,25 march 2022,8.0,38421.0,Lägenhet,
Margit Halls Gata 57,Göteborgs kommun,Kviberg,48.0,2.0,2757.0,2675000.0,25 march 2022,8.0,55729.0,Lägenhet,
Kyrkogatan 42B,Göteborgs kommun,Inom Vallgraven,61.0,2.0,3789.0,4000000.0,25 march 2022,4.0,65574.0,Lägenhet,
Engelbrektsgatan 10,Göteborgs kommun,Vasastaden,107.0,3.0,5691.0,8000000.0,25 march 2022,0.0,74766.0,Lägenhet,
Önskevädersgatan 21,Göteborgs kommun,Biskopsgården,77.2,4.0,4862.0,1895000.0,25 march 2022,2.0,24547.0,Lägenhet,
Svanebäcksgatan 20C,Göteborgs kommun,Majorna,54.0,2.0,2720.0,3300000.0,25 march 2022,5.0,61111.0,Lägenhet,
Monsungatan 77,Göteborgs kommun,Eriksberg,65.0,3.0,3360.0,5600000.0,25 march 2022,12.0,86154.0,Lägenhet,
Bällsrogatan 9,Göteborgs kommun,Bällskär,78.0,4.0,,4400000.0,25 march 2022,13.0,,Villa,50.0
Karl johansgatan 62,Göteborgs kommun,Majorna,48.0,2.0,3478.0,3100000.0,25 march 2022,11.0,64583.0,Lägenhet,
Poetgatan 75,Göteborgs kommun,Bällskär,116.0,4.0,,4840000.0,25 march 2022,23.0,,Radhus,0
Sollidsgatan 6,Göteborgs kommun,Majorna,130.0,5.0,,12000000.0,25 march 2022,0.0,,Villa,37.0
Vintergatan 5,Göteborgs kommun,Sannegården,86.0,3.0,3117.0,5400000.0,25 march 2022,10.0,62791.0,Lägenhet,
Andra långgatan 32,Göteborgs kommun,Linné,54.0,2.0,2766.0,3150000.0,25 march 2022,6.0,58333.0,Lägenhet,
Bellmansgatan 11A,Göteborgs kommun,Vasastaden,59.0,2.0,3199.0,4200000.0,25 march 2022,0.0,71186.0,Lägenhet,
Kapplandsgatan 34,Göteborgs kommun,Högsbo,26.8,1.0,1780.0,1650000.0,25 march 2022,0.0,61567.0,Lägenhet,
